head_entity_text,tail_entity_text,relation
fly,jeans,"Component-Whole (e1, e2)"
knob,bat,"Component-Whole (e1, e2)"
athlete,stance,Other
resource,results,"Message-Topic (e1, e2)"
maternity wards,chaos,"Cause-Effect (e2, e1)"
gold,quartz tube,"Content-Container (e1, e2)"
system,antennas,"Component-Whole (e1, e2)"
cranberry,jelly,"Product-Producer (e1, e2)"
man,stone,"Instrument-Agency (e2, e1)"
world,life,Other
Chocolates,acne,"Cause-Effect (e1, e2)"
gunshot,forearm,"Entity-Destination (e1, e2)"
pan,spaghetti,"Content-Container (e1, e2)"
emperor,decree,"Product-Producer (e1, e2)"
machine,reservoir,"Component-Whole (e1, e2)"
box,braces,"Content-Container (e1, e2)"
moment,minutes,Other
coughing,allergies,"Cause-Effect (e2, e1)"
disturbance,overpopulation,"Cause-Effect (e2, e1)"
industry,economy,"Component-Whole (e1, e2)"
pillar,bridge,"Component-Whole (e1, e2)"
announcement,stir,"Cause-Effect (e1, e2)"
protein,cancer,"Cause-Effect (e1, e2)"
blacksmith,forge,"Instrument-Agency (e1, e2)"
wheat,whisky,"Product-Producer (e1, e2)"
cell,bees,"Product-Producer (e2, e1)"
images,web page,"Content-Container (e1, e2)"
stern,boat,"Component-Whole (e1, e2)"
firm,head,"Product-Producer (e2, e1)"
lines,terminal,"Entity-Destination (e1, e2)"
guard,chuckle,Other
electrode,top,"Component-Whole (e1, e2)"
confederacy,clans,"Member-Collection (e1, e2)"
communists,wall,"Product-Producer (e1, e2)"
Danger,routine,"Component-Whole (e2, e1)"
criticism,religion,"Message-Topic (e1, e2)"
tube,beaker,"Content-Container (e1, e2)"
formation,dragoons,"Member-Collection (e1, e2)"
tomatoes,pail,"Content-Container (e1, e2)"
guard,look,Other
deformation,filling,"Cause-Effect (e1, e2)"
headaches,allergies,"Cause-Effect (e1, e2)"
constable,ravens,"Member-Collection (e1, e2)"
pin,grenade,"Component-Whole (e1, e2)"
nursery,stars,"Product-Producer (e1, e2)"
breakdown,war,"Cause-Effect (e1, e2)"
wizard,interface,"Component-Whole (e1, e2)"
body,trunk,"Content-Container (e1, e2)"
technical terms,glossary section,"Content-Container (e1, e2)"
remark,person,"Entity-Origin (e1, e2)"
bill,commerce,"Message-Topic (e1, e2)"
artery,arch,"Component-Whole (e1, e2)"
magazine,life,"Message-Topic (e1, e2)"
walls,fortress,"Component-Whole (e1, e2)"
craftsperson,representation,"Product-Producer (e1, e2)"
drug,matrix,"Content-Container (e1, e2)"
text,grammars,"Product-Producer (e1, e2)"
queen,cage,"Content-Container (e1, e2)"
claim,quarters,"Entity-Origin (e1, e2)"
bolt,handle,"Component-Whole (e1, e2)"
press release,studio,"Entity-Origin (e1, e2)"
hunger,unrest,"Cause-Effect (e1, e2)"
ulcers,infectious agent,"Cause-Effect (e1, e2)"
political science,government,"Message-Topic (e1, e2)"
states,counties,"Component-Whole (e1, e2)"
hide,tigers,"Product-Producer (e1, e2)"
products,defendant,"Product-Producer (e1, e2)"
fisherman,boat,"Instrument-Agency (e1, e2)"
inconvenience,fence,"Cause-Effect (e1, e2)"
waves,nausea,"Cause-Effect (e1, e2)"
sweetcorn,cobs,"Product-Producer (e1, e2)"
person,couverture,"Product-Producer (e1, e2)"
images,reliquary,"Content-Container (e1, e2)"
house,garage,"Component-Whole (e1, e2)"
water,hole,"Entity-Destination (e1, e2)"
speech,conversation,"Message-Topic (e1, e2)"
product,house,"Entity-Destination (e1, e2)"
deck,cards,"Member-Collection (e1, e2)"
fire,accident,Other
profits,inflation,"Cause-Effect (e2, e1)"
team,insulation,"Product-Producer (e1, e2)"
snow,snowdrifts,"Entity-Destination (e1, e2)"
furniture,maker,"Product-Producer (e2, e1)"
sparrows,wall,"Entity-Destination (e1, e2)"
stand,gang violence,Other
commissioner,officers,"Member-Collection (e1, e2)"
wool,industry,"Component-Whole (e1, e2)"
orders,legislation,"Message-Topic (e1, e2)"
theory,napkin,"Content-Container (e1, e2)"
researchers,fat,"Cause-Effect (e1, e2)"
help,quarter,"Entity-Origin (e1, e2)"
area,pen,"Content-Container (e1, e2)"
guns,safe,"Content-Container (e1, e2)"
author,book,"Product-Producer (e1, e2)"
clot,seizure,"Cause-Effect (e1, e2)"
radiation,microwaves,Other
brew,tank,"Content-Container (e1, e2)"
orchard,cherries,"Member-Collection (e1, e2)"
lions,flippers,"Instrument-Agency (e1, e2)"
leash,deer,"Member-Collection (e1, e2)"
child,nail,"Instrument-Agency (e1, e2)"
boredom,violence,"Cause-Effect (e1, e2)"
robots,components,"Product-Producer (e1, e2)"
steps,ladder,"Component-Whole (e1, e2)"
wheat,beer,"Product-Producer (e1, e2)"
couple,clowns,"Member-Collection (e1, e2)"
wainwright,shapes,"Product-Producer (e1, e2)"
children,relatives,Other
pendant,bail,"Component-Whole (e1, e2)"
mainspring,watch,"Component-Whole (e1, e2)"
population,peak,Other
data,study,"Entity-Origin (e1, e2)"
ring,power,Other
verses,nature,"Message-Topic (e1, e2)"
struggle,disturbance,"Cause-Effect (e1, e2)"
computer company,problems,"Cause-Effect (e2, e1)"
evacuation,explosion,"Cause-Effect (e2, e1)"
message,friend,Other
trio,blaze,"Cause-Effect (e1, e2)"
information,public domain,"Entity-Destination (e1, e2)"
alcohol,drink,"Component-Whole (e1, e2)"
Fish,liver,"Component-Whole (e1, e2)"
incidents,injuries,"Cause-Effect (e1, e2)"
wind,fire,"Cause-Effect (e1, e2)"
patient,nostrils,"Component-Whole (e1, e2)"
visitor,stars,"Entity-Origin (e1, e2)"
Politicians,teachings,Other
name,article,"Message-Topic (e1, e2)"
bubbles,air,"Entity-Destination (e1, e2)"
thugs,behaviour,Other
gifts,base,"Entity-Destination (e1, e2)"
complication,irradiation,"Cause-Effect (e2, e1)"
body,knowledge,"Component-Whole (e1, e2)"
news,tradition,"Message-Topic (e1, e2)"
drippings,sauerkraut,"Entity-Destination (e1, e2)"
women,style,Other
word,term,"Message-Topic (e1, e2)"
operation,grain,"Component-Whole (e1, e2)"
Hiring,beers,"Instrument-Agency (e1, e2)"
bombing,deaths,"Cause-Effect (e1, e2)"
candidate,program,"Entity-Origin (e1, e2)"
larvae,vial,"Content-Container (e1, e2)"
dule,doves,"Member-Collection (e1, e2)"
machine,filters,"Instrument-Agency (e1, e2)"
error,tags,"Cause-Effect (e2, e1)"
novels,questions,"Message-Topic (e1, e2)"
steroids,hypertension,"Cause-Effect (e1, e2)"
name,chatrooms,"Message-Topic (e1, e2)"
skull,cauldron,"Content-Container (e1, e2)"
Anti-crime rap,mobiles,"Entity-Destination (e1, e2)"
games,chatting,Other
universe,heroes,"Component-Whole (e1, e2)"
figurine,cake,"Content-Container (e1, e2)"
coolant,bottle,"Content-Container (e1, e2)"
sorrow,loss,"Cause-Effect (e2, e1)"
investigations,violations,Other
winds,moisture,"Cause-Effect (e2, e1)"
sleeve,sweater,"Component-Whole (e1, e2)"
drag,atmosphere,"Cause-Effect (e2, e1)"
Endometriosis,infertility,"Cause-Effect (e1, e2)"
flooding,clogging,"Cause-Effect (e2, e1)"
food,animal,"Entity-Origin (e1, e2)"
dips,y-rays,"Cause-Effect (e2, e1)"
vacancy,retirement,"Cause-Effect (e2, e1)"
beginning,documents,Other
garment,factory,Other
fragment,gene,"Component-Whole (e1, e2)"
performance,company,"Product-Producer (e2, e1)"
game,conies,Other
firefighters,horror,Other
sections,quantitative methods,"Component-Whole (e1, e2)"
chairman,college,Other
Cutlery,wallet,"Content-Container (e1, e2)"
dresses,years,Other
tip,brush,"Component-Whole (e1, e2)"
book chapter,doctrine,"Message-Topic (e1, e2)"
leader,organization,"Member-Collection (e1, e2)"
text,nature,"Message-Topic (e1, e2)"
brewer,ales,"Product-Producer (e1, e2)"
suitcase,suitcase,Other
rabbits,hutch,"Content-Container (e1, e2)"
trio,artists,"Member-Collection (e1, e2)"
cabinet,woofer,"Content-Container (e1, e2)"
polynucleotide,species,"Entity-Origin (e1, e2)"
compilation,considerations,Other
couple,weeks,Other
observations,kinematics,"Cause-Effect (e1, e2)"
pens,tankard,"Content-Container (e1, e2)"
book,study,"Message-Topic (e1, e2)"
discussion,husband,Other
method,scholar,"Product-Producer (e2, e1)"
References,numbers,Other
Skydivers,island,"Entity-Destination (e1, e2)"
rouleau,sovereigns,"Content-Container (e1, e2)"
events,blogs,"Message-Topic (e1, e2)"
time,painters,Other
egg,female,"Product-Producer (e2, e1)"
cook,pan,"Instrument-Agency (e1, e2)"
uniforms,students,"Entity-Destination (e1, e2)"
teacher,school,"Member-Collection (e1, e2)"
products,overseas,"Entity-Destination (e1, e2)"
Brandy,juices,"Entity-Origin (e1, e2)"
director,footage,"Product-Producer (e1, e2)"
site,network,"Member-Collection (e1, e2)"
Demerol,drugs,"Member-Collection (e1, e2)"
module,browser,"Component-Whole (e1, e2)"
metro line,station,"Entity-Origin (e1, e2)"
boat,port,"Entity-Origin (e1, e2)"
wine,skins,"Entity-Origin (e1, e2)"
incidents,poisonings,"Cause-Effect (e1, e2)"
substance,letter,"Content-Container (e1, e2)"
money,custody,"Entity-Destination (e1, e2)"
issues,myth,"Message-Topic (e1, e2)"
manufacturer,parts,"Product-Producer (e2, e1)"
conference,pluralism,"Message-Topic (e1, e2)"
lioness,grief,"Cause-Effect (e1, e2)"
caveats,e-mail,"Content-Container (e1, e2)"
wolfpack,U-boats,"Member-Collection (e1, e2)"
woman,house,"Entity-Destination (e1, e2)"
group,shovels,"Instrument-Agency (e1, e2)"
sadness,murder,"Cause-Effect (e1, e2)"
light,table-lamp,"Entity-Origin (e1, e2)"
players,stadium,"Entity-Destination (e1, e2)"
sample,powder,"Entity-Origin (e1, e2)"
maze,catacombs,"Component-Whole (e1, e2)"
weapons,navy,"Entity-Destination (e1, e2)"
slope,line,Other
bloat,hippopotamuses,"Member-Collection (e1, e2)"
squirrel,shirt,"Content-Container (e1, e2)"
remnants,storm,"Entity-Origin (e1, e2)"
king,broom,"Instrument-Agency (e1, e2)"
materials,industries,"Product-Producer (e2, e1)"
umbrella,frame,"Component-Whole (e1, e2)"
film,salesman,"Product-Producer (e2, e1)"
casket,ring,"Content-Container (e1, e2)"
