head_entity_text,tail_entity_text,predicted_label,true_label
switchboard,operator,"Component-Whole (e1, e2)","Instrument-Agency (e1, e2)"
plant material,suburb,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
term,expression,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
serum,cheeses,"Content-Container (e1, e2)","Entity-Origin (e1, e2)"
state,report,"Message-Topic (e1, e2)",Other
Unemployment,abuse,"Cause-Effect (e1, e2)","Cause-Effect (e1, e2)"
list,colors,Other,"Member-Collection (e2, e1)"
discussion,content,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
body,laundry bag,"Content-Container (e1, e2)","Content-Container (e1, e2)"
products,agreement,Other,Other
battery,questions,Other,"Member-Collection (e2, e1)"
Goods,countries,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
roof,supermarket,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
contestant,answer,Other,"Product-Producer (e2, e1)"
button,dash,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
gases,sources,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
student,window,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
Personality,style,Other,"Component-Whole (e2, e1)"
course,holes,"Component-Whole (e1, e2)","Component-Whole (e2, e1)"
Acne,irritants,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
filename extension,file,Other,Other
verbalizations,questions,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
talks,overtime,Other,"Entity-Destination (e1, e2)"
textile,factories,"Product-Producer (e1, e2)","Product-Producer (e1, e2)"
library,books,"Component-Whole (e1, e2)","Member-Collection (e2, e1)"
mouth,cave,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
plains,mountain,"Entity-Origin (e1, e2)",Other
anthology,songs,"Component-Whole (e1, e2)","Member-Collection (e2, e1)"
Sadness,dissatisfaction,"Cause-Effect (e1, e2)","Cause-Effect (e1, e2)"
certificate,product,Other,"Entity-Destination (e1, e2)"
sounds,species,Other,"Cause-Effect (e2, e1)"
hinge,oyster,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
baby,cedar chest,"Content-Container (e1, e2)",Other
fitter,gauge,"Instrument-Agency (e2, e1)","Instrument-Agency (e2, e1)"
system,power,"Product-Producer (e1, e2)","Cause-Effect (e1, e2)"
frustration,debugging,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
screaming,shooting,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
excerpt,theme,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
rhyme,thing,"Product-Producer (e2, e1)","Product-Producer (e1, e2)"
Berry,wine,"Product-Producer (e1, e2)","Entity-Origin (e2, e1)"
body,cask,"Content-Container (e1, e2)","Content-Container (e1, e2)"
water,erosion,"Cause-Effect (e2, e1)","Cause-Effect (e1, e2)"
fan,air,"Instrument-Agency (e1, e2)","Instrument-Agency (e2, e1)"
glands,ducks,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
papillomavirus,warts,"Cause-Effect (e2, e1)","Cause-Effect (e1, e2)"
crash,meteor,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
day,chaos,"Entity-Destination (e1, e2)",Other
body,muscle,"Component-Whole (e2, e1)",Other
plantation,bananas,"Component-Whole (e1, e2)","Member-Collection (e2, e1)"
coughing,suffocation,"Cause-Effect (e1, e2)","Cause-Effect (e2, e1)"
supreme court,amendment,Other,"Instrument-Agency (e2, e1)"
paper,derivation,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
closure,pipe,"Component-Whole (e1, e2)",Other
dolphin,tail,"Component-Whole (e1, e2)","Component-Whole (e2, e1)"
extinction,deforestation,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
leader,organization,Other,"Member-Collection (e1, e2)"
word,language,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
students,assembly,"Entity-Destination (e1, e2)","Entity-Origin (e1, e2)"
researchers,report,"Product-Producer (e2, e1)","Product-Producer (e2, e1)"
wings,duckling,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
producers,produce,"Product-Producer (e2, e1)",Other
stethoscope,head,"Component-Whole (e1, e2)","Component-Whole (e2, e1)"
band,album,"Product-Producer (e2, e1)","Product-Producer (e2, e1)"
congress,baboons,Other,"Member-Collection (e2, e1)"
patient,coma,"Entity-Destination (e1, e2)",Other
Swine flu,disease,"Cause-Effect (e1, e2)","Cause-Effect (e1, e2)"
evacuation,accident,"Cause-Effect (e1, e2)","Cause-Effect (e2, e1)"
Lasers,wavelengths,"Instrument-Agency (e1, e2)","Instrument-Agency (e2, e1)"
devastation,flooding,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
sleeve,coil,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
fetus,embryo,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
speech,combustion,"Cause-Effect (e1, e2)","Cause-Effect (e1, e2)"
tension,muscles,"Entity-Destination (e1, e2)",Other
ticks,discomfort,"Cause-Effect (e2, e1)","Cause-Effect (e1, e2)"
news,plane,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
shovel,neighbor,"Instrument-Agency (e1, e2)","Instrument-Agency (e1, e2)"
letter,dispute,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
raid,crisis,"Cause-Effect (e1, e2)","Cause-Effect (e1, e2)"
scheme,access,Other,"Cause-Effect (e1, e2)"
paint,aluminium,"Entity-Destination (e1, e2)","Entity-Origin (e1, e2)"
documents,meeting,"Message-Topic (e1, e2)","Message-Topic (e2, e1)"
speech,child labour,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
laptop,processor,"Component-Whole (e2, e1)","Component-Whole (e2, e1)"
artwork,exhibit,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
nature,disarray,"Entity-Destination (e1, e2)",Other
tension,fighting,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
stress,battles,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
convicts,guards,Other,Other
business,letter,"Message-Topic (e1, e2)","Message-Topic (e2, e1)"
letter,instructions,"Content-Container (e1, e2)","Component-Whole (e2, e1)"
book,debate,"Message-Topic (e1, e2)","Message-Topic (e2, e1)"
meet,hounds,Other,"Member-Collection (e2, e1)"
copse,trees,"Component-Whole (e1, e2)","Member-Collection (e2, e1)"
class,sociology,"Message-Topic (e1, e2)",Other
league,exhibitions,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
paragraphs,ideas,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
photograph,memory,"Cause-Effect (e2, e1)",Other
surgeon,team,"Member-Collection (e1, e2)","Member-Collection (e1, e2)"
bait,frig,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
cabal,murderers,"Member-Collection (e2, e1)","Member-Collection (e2, e1)"
garden,window box,"Entity-Destination (e1, e2)","Content-Container (e1, e2)"
portion,spectrum,Other,"Entity-Origin (e2, e1)"
calendar,saints,"Component-Whole (e1, e2)","Message-Topic (e1, e2)"
report,derailment,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
devastation,fire,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
conference,roundtables,Other,"Component-Whole (e2, e1)"
cocaine,suitcase,"Content-Container (e1, e2)","Content-Container (e1, e2)"
projects,aspects,"Message-Topic (e1, e2)",Other
cockatiel,morning,Other,Other
apparatus,vessel,Other,"Component-Whole (e2, e1)"
sketch,ideas,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
business,ferrets,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
funds,schemes,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
head,clothing,Other,"Entity-Origin (e1, e2)"
court,rule,Other,"Instrument-Agency (e2, e1)"
storm,cold front,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
article,book,"Content-Container (e1, e2)","Entity-Origin (e1, e2)"
mechanism,gun,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
test,exam,"Component-Whole (e1, e2)","Entity-Destination (e1, e2)"
mother,breast,"Component-Whole (e1, e2)","Component-Whole (e2, e1)"
order,overseas address,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
slices,basket,"Content-Container (e1, e2)","Entity-Destination (e1, e2)"
matter,black hole,"Content-Container (e1, e2)",Other
guide,issues,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
firm,report,"Product-Producer (e2, e1)","Product-Producer (e2, e1)"
ubiquity,sparrows,Other,Other
Joint problems,osteoarthitis,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
lactoferrin,blood,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
examination,head,"Entity-Destination (e1, e2)",Other
locomotive,platform,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
archives,studies,"Product-Producer (e2, e1)","Product-Producer (e2, e1)"
Scientists,warning,"Message-Topic (e1, e2)","Product-Producer (e2, e1)"
money,safe,"Content-Container (e1, e2)","Content-Container (e1, e2)"
flame,turnip,"Content-Container (e1, e2)","Entity-Destination (e1, e2)"
tutorial,musical theory,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
necklace,chain,"Component-Whole (e1, e2)",Other
corps,giraffes,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
lice,infestation,Other,"Cause-Effect (e1, e2)"
photos,journal,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
undulation,cliffs,"Component-Whole (e1, e2)",Other
title,book,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
mask,protection,Other,Other
mechanism,bath,"Content-Container (e1, e2)",Other
destruction,war,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
file,directory,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
facts,legal proceeding,"Message-Topic (e1, e2)",Other
files,plot,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
train,station,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
troops,region,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
End-sequencing,reads,Other,Other
trip,dotterel,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
stone,pot,"Content-Container (e1, e2)","Entity-Destination (e1, e2)"
cognac,bottle,"Content-Container (e1, e2)","Content-Container (e1, e2)"
memories,days,Other,"Entity-Origin (e1, e2)"
project,state,"Message-Topic (e1, e2)",Other
leader,police,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
chickens,box,"Content-Container (e1, e2)","Content-Container (e1, e2)"
clerk,shop,"Instrument-Agency (e1, e2)",Other
accident,snarl,"Cause-Effect (e1, e2)","Cause-Effect (e1, e2)"
pressure,process,"Instrument-Agency (e1, e2)","Instrument-Agency (e1, e2)"
colony,rabbits,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
oil painting,frame,"Entity-Destination (e1, e2)",Other
man,truck,"Instrument-Agency (e2, e1)","Instrument-Agency (e2, e1)"
statute,trade,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
covey,grouse,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
injury,person,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
train,tunnel,"Entity-Destination (e1, e2)",Other
sculptor,maker,Other,"Product-Producer (e1, e2)"
words,curate,Other,"Product-Producer (e1, e2)"
blackcurrent,syrup,"Component-Whole (e1, e2)","Entity-Origin (e2, e1)"
shaman,herbs,"Instrument-Agency (e2, e1)","Instrument-Agency (e2, e1)"
communion,believers,Other,"Member-Collection (e2, e1)"
singular,boars,Other,"Member-Collection (e2, e1)"
pod,dolphins,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
song,group,"Product-Producer (e2, e1)","Product-Producer (e1, e2)"
interferon,fever,"Cause-Effect (e1, e2)","Cause-Effect (e1, e2)"
word,verb,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
Pressure,friction,"Cause-Effect (e1, e2)","Cause-Effect (e1, e2)"
rat,cell,"Entity-Destination (e1, e2)","Entity-Origin (e1, e2)"
recovery,tsunami,Other,Other
pocket,robe,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
brain,jar,"Content-Container (e1, e2)","Content-Container (e1, e2)"
poet,poems,"Product-Producer (e2, e1)","Product-Producer (e2, e1)"
veto,president,"Instrument-Agency (e1, e2)","Instrument-Agency (e1, e2)"
rabble,appetites,Other,"Member-Collection (e2, e1)"
countries,history,Other,Other
science fiction,roles,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
fraternity,cultures,Other,"Member-Collection (e2, e1)"
Cancellations,mail,"Message-Topic (e1, e2)",Other
world,process,Other,Other
motet,idea,Other,"Entity-Origin (e1, e2)"
method,step,"Component-Whole (e2, e1)","Component-Whole (e2, e1)"
creator,game,"Product-Producer (e2, e1)","Product-Producer (e2, e1)"
cornucopia,reviews,Other,Other
floods,rains,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
umpire,game,Other,Other
physicist,term,Other,"Product-Producer (e2, e1)"
brigade,guards,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
buses,airport,"Entity-Origin (e2, e1)","Entity-Origin (e1, e2)"
predisposition,diseases,Other,Other
run,poultry,Other,"Member-Collection (e2, e1)"
sketch,sleeve,"Content-Container (e1, e2)","Entity-Destination (e1, e2)"
water,flask,"Content-Container (e1, e2)","Content-Container (e1, e2)"
crystal,molecules,"Component-Whole (e2, e1)","Component-Whole (e2, e1)"
software,developer,"Product-Producer (e2, e1)","Product-Producer (e1, e2)"
bag,items,"Content-Container (e1, e2)","Content-Container (e2, e1)"
solute,micelle,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
beam,emission,"Product-Producer (e2, e1)","Cause-Effect (e2, e1)"
book,library,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
groups,tunnel,Other,"Product-Producer (e2, e1)"
party,pledge,Other,"Product-Producer (e2, e1)"
orange slices,meals,"Component-Whole (e1, e2)","Entity-Destination (e1, e2)"
legion,swordsmen,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
pressure,caisson,"Component-Whole (e1, e2)",Other
fire,quake,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
song,character,Other,Other
book,author,"Product-Producer (e1, e2)","Product-Producer (e1, e2)"
pilot,parking lot,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
swarm,earthquakes,"Member-Collection (e1, e2)",Other
viruses,people,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
income,administration,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
teacher,team,"Member-Collection (e1, e2)","Member-Collection (e1, e2)"
devastation,waste,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
saint,martyrdom,Other,Other
huddle,hens,"Component-Whole (e1, e2)","Member-Collection (e2, e1)"
president,bankruptcy,"Entity-Destination (e1, e2)",Other
cigars,humidor,"Content-Container (e1, e2)","Content-Container (e1, e2)"
ring,gossipers,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
Information,test,"Message-Topic (e1, e2)","Entity-Origin (e1, e2)"
wire,beaker,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
monks,pieces,"Instrument-Agency (e2, e1)","Instrument-Agency (e2, e1)"
talk,tricks,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
horses,stud,"Entity-Destination (e1, e2)",Other
battalion,pikemen,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
leader,society,Other,"Member-Collection (e1, e2)"
metrosexuals,moisturizers,Other,"Instrument-Agency (e2, e1)"
legion,grenadiers,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
staff,chairman,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
blonde,voice,Other,Other
system,rig,"Instrument-Agency (e1, e2)","Component-Whole (e2, e1)"
meatballs,ground,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
producer,machinery,"Product-Producer (e1, e2)","Product-Producer (e2, e1)"
instrument,vacuum chamber,"Content-Container (e1, e2)","Content-Container (e1, e2)"
pact,effect,"Entity-Destination (e1, e2)",Other
metal,chamber,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
disappointment,audience,Other,"Cause-Effect (e2, e1)"
profit,cancer research center,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
damage,industry,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
pollution,warming,"Cause-Effect (e2, e1)","Cause-Effect (e1, e2)"
treatment,disease,Other,Other
phrase,argument,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
seawater,ions,"Component-Whole (e2, e1)",Other
tapir,hoof,"Component-Whole (e2, e1)","Component-Whole (e2, e1)"
paper,staff,"Product-Producer (e1, e2)","Product-Producer (e1, e2)"
holder,spiral,"Content-Container (e1, e2)",Other
daughter,idea,Other,"Product-Producer (e2, e1)"
recipe,collection,"Member-Collection (e1, e2)","Member-Collection (e1, e2)"
medical information,medical procedures,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
server,approach,Other,"Instrument-Agency (e1, e2)"
bible,desk drawer,"Content-Container (e2, e1)","Content-Container (e1, e2)"
carafe,clock,Other,"Content-Container (e1, e2)"
study,effects,"Message-Topic (e1, e2)",Other
Sets,letters,Other,Other
artist,creations,Other,"Product-Producer (e2, e1)"
federation,associations,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
disorders,drinking,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
musician,dulcimers,"Product-Producer (e1, e2)","Product-Producer (e2, e1)"
pocket,jeans,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
pineapple,wine,"Product-Producer (e2, e1)","Entity-Origin (e2, e1)"
swarm,particles,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
release,surfaces,Other,Other
heel,foot,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
Beavers,canals,Other,"Product-Producer (e2, e1)"
valves,heart,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
offices,building,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
information,files,"Content-Container (e1, e2)","Content-Container (e1, e2)"
crypt,choir,"Entity-Destination (e1, e2)",Other
ointment,eyelid,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
cocaine,cylinders,"Content-Container (e1, e2)","Content-Container (e1, e2)"
golfer,statement,"Message-Topic (e1, e2)","Product-Producer (e2, e1)"
veins,leg,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
engineer,machine,"Product-Producer (e2, e1)","Product-Producer (e2, e1)"
water,crack,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
array,topics,Other,"Member-Collection (e2, e1)"
crash,rhinoceroses,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
amount,charities,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
bottle,kerosene,"Content-Container (e1, e2)","Content-Container (e2, e1)"
forkful,mouth,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
suitcase,clothes,"Content-Container (e2, e1)","Content-Container (e2, e1)"
room,hill,"Entity-Origin (e1, e2)",Other
story,conquest,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
conference,debate,Other,"Component-Whole (e2, e1)"
measure,discussion,"Message-Topic (e1, e2)","Message-Topic (e2, e1)"
person,brakes,"Product-Producer (e2, e1)","Product-Producer (e2, e1)"
rain,downtown,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
oil,flour,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
Stone,grinding,Other,Other
statement,departure,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
Junk mails,spam folder,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
yeast,tubes,"Content-Container (e1, e2)","Entity-Destination (e1, e2)"
Lactic acid,dextrose,"Product-Producer (e1, e2)","Entity-Origin (e1, e2)"
backpack,laptop computer,"Content-Container (e2, e1)","Content-Container (e2, e1)"
demolition,company,Other,"Cause-Effect (e2, e1)"
cushion,feathers,"Component-Whole (e1, e2)","Component-Whole (e2, e1)"
girl,community,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
display,cable,Other,"Instrument-Agency (e2, e1)"
treasure trove,palaces,"Component-Whole (e1, e2)","Member-Collection (e2, e1)"
inventor,alternative,"Product-Producer (e1, e2)","Product-Producer (e2, e1)"
satellite,orbit,"Entity-Destination (e1, e2)","Entity-Origin (e1, e2)"
nanotubes,cavity,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
award,scholar,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
measure,lectures,Other,"Cause-Effect (e2, e1)"
hall,disuse,"Entity-Destination (e1, e2)",Other
closure,backup,"Cause-Effect (e1, e2)","Cause-Effect (e1, e2)"
sculpture,publications,Other,"Message-Topic (e2, e1)"
awards,projects,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
motor,belt,"Instrument-Agency (e1, e2)","Instrument-Agency (e2, e1)"
Sewer,covers,"Component-Whole (e2, e1)","Component-Whole (e2, e1)"
hilt,katana,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
play,ambition,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
devastation,tsunami,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
Scars,burns,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
mess,grits,Other,Other
factory,banduras,"Product-Producer (e2, e1)","Product-Producer (e2, e1)"
power supply,power-pack,"Component-Whole (e1, e2)",Other
coalition,activities,Other,"Cause-Effect (e1, e2)"
tail,shark,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
skein,geese,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
drug,tubes,"Content-Container (e1, e2)","Entity-Destination (e1, e2)"
manna,pot,"Content-Container (e1, e2)","Content-Container (e1, e2)"
battalion,musketeers,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
crisis,blockade,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
quarrel,administration,Other,Other
factory,cells,"Entity-Destination (e1, e2)","Product-Producer (e2, e1)"
box cutter,book,"Content-Container (e1, e2)","Content-Container (e1, e2)"
industry,backfill,Other,Other
candidate,race,"Entity-Destination (e1, e2)",Other
modules,apostrophes,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
deck,bus,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
messenger bag,trash bag,"Content-Container (e1, e2)","Content-Container (e1, e2)"
entrance,building,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
photograph,hand,Other,Other
speech,belief,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
tap,shower,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
phonograph,work,"Product-Producer (e1, e2)","Entity-Origin (e1, e2)"
oil,filter,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
Scientists,music,Other,"Instrument-Agency (e2, e1)"
mechanic,spanner,"Instrument-Agency (e2, e1)","Instrument-Agency (e2, e1)"
artworks,view,Other,"Message-Topic (e1, e2)"
blast,mishandling,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
guns,bar,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
worker,mask,Other,"Instrument-Agency (e2, e1)"
committee,creditors,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
photos,weeks,Other,"Entity-Origin (e1, e2)"
candies,child,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
shortages,riots,"Cause-Effect (e1, e2)","Cause-Effect (e1, e2)"
ion,acid,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
pace,donkeys,Other,Other
noise,quake,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
collective,organizations,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
settlers,regions,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
Products,disuse,"Entity-Destination (e1, e2)",Other
package,belt bag,"Content-Container (e1, e2)","Content-Container (e1, e2)"
installation,next week,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
images,program,"Member-Collection (e1, e2)","Entity-Origin (e1, e2)"
personnel,organisation,"Member-Collection (e1, e2)",Other
text,files,"Content-Container (e1, e2)","Entity-Destination (e1, e2)"
people,bankruptcy,"Entity-Destination (e1, e2)",Other
man,body,"Content-Container (e1, e2)",Other
stories,life,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
lectures,thoughts,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
advantages,fortress,Other,Other
generator,principle,Other,"Instrument-Agency (e2, e1)"
driver,street,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
talk,operations,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
sord,mallards,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
stones,grinding,"Instrument-Agency (e2, e1)",Other
brotherhood,aristocrats,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
anthology,poems,"Content-Container (e1, e2)","Member-Collection (e2, e1)"
kitchen,smoke,"Content-Container (e2, e1)",Other
pen,desk drawer,"Content-Container (e1, e2)","Content-Container (e1, e2)"
scaffold,platform,"Component-Whole (e1, e2)","Component-Whole (e2, e1)"
media,mixture,Other,Other
ties,era,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
coughing,smoking,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
oil,river,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
delays,governments,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
illness,bacteria,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
explanation,appendix,"Message-Topic (e1, e2)","Message-Topic (e2, e1)"
internal auditors,locations,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
workpackage,tasks,"Component-Whole (e1, e2)","Component-Whole (e2, e1)"
cat,forepaw,"Component-Whole (e2, e1)","Component-Whole (e2, e1)"
pepper,toy,"Content-Container (e1, e2)","Entity-Destination (e1, e2)"
poverty,migration,"Cause-Effect (e2, e1)","Cause-Effect (e1, e2)"
artisan,burin,"Instrument-Agency (e2, e1)","Instrument-Agency (e2, e1)"
article,experiences,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
suitcase,money,"Content-Container (e1, e2)","Content-Container (e2, e1)"
broom,stick,"Component-Whole (e1, e2)","Component-Whole (e2, e1)"
mews,hawks,Other,"Member-Collection (e2, e1)"
carp,sack,"Content-Container (e2, e1)","Content-Container (e1, e2)"
frustration,rejection,"Cause-Effect (e1, e2)","Cause-Effect (e2, e1)"
deposits,account,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
blood,ewer,"Content-Container (e1, e2)","Entity-Destination (e1, e2)"
Parties,telephone,Other,"Instrument-Agency (e2, e1)"
workers,party,"Member-Collection (e1, e2)","Member-Collection (e1, e2)"
force,joystick,"Instrument-Agency (e2, e1)","Cause-Effect (e2, e1)"
company,segments,"Entity-Destination (e1, e2)",Other
Chimpanzees,love,Other,Other
fuel,teflon bladder,"Content-Container (e1, e2)","Content-Container (e1, e2)"
system,glands,"Component-Whole (e2, e1)","Component-Whole (e2, e1)"
tsunami,displacement,"Cause-Effect (e2, e1)","Cause-Effect (e1, e2)"
box,box,"Content-Container (e1, e2)","Content-Container (e1, e2)"
sounds,signals,Other,Other
egg,species,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
responsibilities,care,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
formation,parties,Other,Other
rooms,cottage,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
invasion force,planet,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
letter,copy,"Content-Container (e2, e1)","Content-Container (e2, e1)"
ignorance,news,Other,Other
